clouds_on_shape,raster
0.0,S2B_MSIL1C_20200303T141729_N0209_R010_T20JLL_20200303T173929_cba.TIF
0.0,S2B_MSIL1C_20171015T142029_N0205_R010_T20JLL_20171015T142939_cba.TIF
30.611337663535437,S2A_MSIL1C_20190212T142031_N0207_R010_T20JLL_20190212T185639_cba.TIF
98.52063172033539,S2A_MSIL1C_20220318T141741_N0400_R010_T20JLL_20220318T193227_cba.TIF
0.0,S2B_MSIL1C_20190207T142039_N0207_R010_T20JLL_20190207T192213_cba.TIF
0.0,S2A_MSIL1C_20200825T141741_N0209_R010_T20JLL_20200825T192849_cba.TIF
0.0,S2A_MSIL1C_20211218T141741_N0301_R010_T20JLL_20211218T174420_cba.TIF
24.975545334729446,S2A_MSIL1C_20211029T141741_N0301_R010_T20JLL_20211029T174320_cba.TIF
77.30032395874485,S2B_MSIL1C_20180314T142029_N0206_R010_T20JLL_20180314T192203_cba.TIF
0.0,S2A_MSIL1C_20210830T141741_N0301_R010_T20JLL_20210830T173958_cba.TIF
0.0,S2A_MSIL1C_20211118T141741_N0301_R010_T20JLL_20211118T174114_cba.TIF
0.0,S2B_MSIL1C_20191025T141739_N0208_R010_T20JLL_20191025T173936_cba.TIF
65.56568608430507,S2A_MSIL1C_20200318T141731_N0209_R010_T20JLL_20200318T174124_cba.TIF
0.0,S2A_MSIL1C_20200726T141741_N0209_R010_T20JLL_20200726T185652_cba.TIF
6.200218686636894,S2A_MSIL1C_20190413T142041_N0207_R010_T20JLL_20190413T191911_cba.TIF
12.973522882629975,S2B_MSIL1C_20190418T142049_N0207_R010_T20JLL_20190418T173706_cba.TIF
100.0,S2A_MSIL1C_20190712T142041_N0208_R010_T20JLL_20190712T173848_cba.TIF
0.0,S2B_MSIL1C_20190607T142049_N0207_R010_T20JLL_20190607T173648_cba.TIF
0.0,S2A_MSIL1C_20180806T142041_N0206_R010_T20JLL_20180806T180757_cba.TIF
0.0,S2B_MSIL1C_20191224T141729_N0208_R010_T20JLL_20191224T173810_cba.TIF
0.0,S2B_MSIL1C_20200313T141739_N0209_R010_T20JLL_20200313T173935_cba.TIF
0.0,S2B_MSIL1C_20181119T142039_N0207_R010_T20JLL_20181119T174805_cba.TIF
100.0,S2A_MSIL1C_20190103T142031_N0207_R010_T20JLL_20190103T173738_cba.TIF
0.0,S2B_MSIL1C_20180403T142039_N0206_R010_T20JLL_20180403T191458_cba.TIF
0.0,S2B_MSIL1C_20180103T142029_N0206_R010_T20JLL_20180103T173024_cba.TIF
0.21251718716309756,S2B_MSIL1C_20180910T142029_N0206_R010_T20JLL_20180910T204527_cba.TIF
26.7506870559151,S2A_MSIL1C_20190202T142031_N0207_R010_T20JLL_20190202T173712_cba.TIF
14.380423615714058,S2A_MSIL1C_20210211T141731_N0209_R010_T20JLL_20210211T175137_cba.TIF
0.0,S2A_MSIL1C_20200517T141741_N0209_R010_T20JLL_20200517T174050_cba.TIF
0.0,S2A_MSIL1C_20210522T141741_N0300_R010_T20JLL_20210522T192449_cba.TIF
0.0,S2B_MSIL1C_20180801T142039_N0206_R010_T20JLL_20180801T193928_cba.TIF
0.0,S2A_MSIL1C_20200815T141741_N0209_R010_T20JLL_20200815T175022_cba.TIF
99.92897303559005,S2A_MSIL1C_20210601T141741_N0300_R010_T20JLL_20210601T174640_cba.TIF
0.0,S2A_MSIL1C_20190513T142041_N0207_R010_T20JLL_20190513T174303_cba.TIF
0.0,S2A_MSIL1C_20190821T142041_N0208_R010_T20JLL_20190821T174107_cba.TIF
0.622331497687161,S2A_MSIL1C_20201203T141731_N0209_R010_T20JLL_20201203T174954_cba.TIF
0.11217750728237776,S2B_MSIL1C_20200222T141649_N0209_R010_T20JLL_20200222T173929_cba.TIF
0.0,S2B_MSIL1C_20180212T142029_N0206_R010_T20JLL_20180212T174311_cba.TIF
24.459722966653498,S2B_MSIL1C_20200502T141729_N0209_R010_T20JLL_20200502T173805_cba.TIF
0.0,S2B_MSIL1C_20170816T142039_N0205_R010_T20JLL_20170816T142143_cba.TIF
98.91716762128723,S2A_MSIL1C_20190612T142041_N0207_R010_T20JLL_20190612T173911_cba.TIF
0.0,S2A_MSIL1C_20220107T141741_N0301_R010_T20JLL_20220107T174318_cba.TIF
0.0,S2A_MSIL1C_20180617T142041_N0206_R010_T20JLL_20180617T174335_cba.TIF
92.98749652968452,S2A_MSIL1C_20180707T142041_N0206_R010_T20JLL_20180707T174342_cba.TIF
11.487578032186677,S2B_MSIL1C_20190617T142049_N0207_R010_T20JLL_20190617T173520_cba.TIF
0.0,S2A_MSIL1C_20181214T142031_N0207_R010_T20JLL_20181214T173648_cba.TIF
0.0,S2A_MSIL1C_20220216T141741_N0400_R010_T20JLL_20220216T194809_cba.TIF
0.0,S2A_MSIL1C_20200716T141741_N0209_R010_T20JLL_20200716T174059_cba.TIF
0.0,S2A_MSIL1C_20211128T141741_N0301_R010_T20JLL_20211128T174312_cba.TIF
0.0,S2A_MSIL1C_20180108T142031_N0206_R010_T20JLL_20180108T173838_cba.TIF
0.0,S2B_MSIL1C_20180612T142039_N0206_R010_T20JLL_20180612T173751_cba.TIF
0.0,S2A_MSIL1C_20200805T141741_N0209_R010_T20JLL_20200805T175044_cba.TIF
0.0,S2B_MSIL1C_20200909T141739_N0209_R010_T20JLL_20200909T174401_cba.TIF
98.880824238484,S2A_MSIL1C_20170113T142011_N0204_R010_T20JLL_20170113T142343_cba.TIF
1.6640289920293527,S2B_MSIL1C_20181209T142029_N0207_R010_T20JLL_20181209T185644_cba.TIF
0.0,S2B_MSIL1C_20180222T142029_N0206_R010_T20JLL_20180222T205741_cba.TIF
0.0,S2A_MSIL1C_20220417T141741_N0400_R010_T20JLL_20220417T174100_cba.TIF
100.0,S2B_MSIL1C_20200522T141739_N0209_R010_T20JLL_20200522T193255_cba.TIF
0.0,S2A_MSIL1C_20191219T141731_N0208_R010_T20JLL_20191219T173902_cba.TIF
0.0,S2B_MSIL1C_20210107T141739_N0209_R010_T20JLL_20210107T174755_cba.TIF
0.0,S2A_MSIL1C_20190324T142041_N0207_R010_T20JLL_20190324T205705_cba.TIF
0.0,S2A_MSIL1C_20210412T141731_N0300_R010_T20JLL_20210412T174101_cba.TIF
0.0,S2B_MSIL1C_20180622T142039_N0206_R010_T20JLL_20180622T160555_cba.TIF
0.0,S2A_MSIL1C_20210402T141731_N0300_R010_T20JLL_20210402T175606_cba.TIF
2.539104368142653,S2B_MSIL1C_20180304T142029_N0206_R010_T20JLL_20180304T191354_cba.TIF
58.54172059063243,S2B_MSIL1C_20190329T142039_N0207_R010_T20JLL_20190329T192157_cba.TIF
0.0,S2B_MSIL1C_20190727T142049_N0208_R010_T20JLL_20190727T191443_cba.TIF
10.351240552638638,S2A_MSIL1C_20180925T142031_N0206_R010_T20JLL_20180925T180630_cba.TIF
11.193527025869567,S2A_MSIL1C_20180418T142041_N0206_R010_T20JLL_20180418T174427_cba.TIF
0.0,S2A_MSIL1C_20190801T142041_N0208_R010_T20JLL_20190801T174138_cba.TIF
29.365281061496106,S2A_MSIL1C_20220308T141741_N0400_R010_T20JLL_20220308T175958_cba.TIF
17.739829920484564,S2A_MSIL1C_20170423T142041_N0204_R010_T20JLL_20170423T142038_cba.TIF
0.0,S2A_MSIL1C_20211019T141741_N0301_R010_T20JLL_20211019T192649_cba.TIF
34.55333418828753,S2A_MSIL1C_20210112T141741_N0209_R010_T20JLL_20210112T175055_cba.TIF
0.0,S2B_MSIL1C_20211223T141729_N0301_R010_T20JLL_20211223T174543_cba.TIF
0.01775674110248693,S2B_MSIL1C_20210226T141739_N0209_R010_T20JLL_20210226T175045_cba.TIF
93.29977403215975,S2B_MSIL1C_20201128T141739_N0209_R010_T20JLL_20201128T175040_cba.TIF
0.32582210657896654,S2A_MSIL1C_20190314T142031_N0207_R010_T20JLL_20190314T192144_cba.TIF
0.9498760394700724,S2A_MSIL1C_20201113T141741_N0209_R010_T20JLL_20201113T175045_cba.TIF
25.85037017481308,S2A_MSIL1C_20171129T142031_N0206_R010_T20JLL_20171129T173604_cba.TIF
23.820198433930596,S2B_MSIL1C_20190905T142039_N0208_R010_T20JLL_20190905T160427_cba.TIF
100.0,S2A_MSIL1C_20210201T141741_N0209_R010_T20JLL_20210201T175149_cba.TIF
100.0,S2A_MSIL1C_20191030T141741_N0208_R010_T20JLL_20191030T174232_cba.TIF
0.0,S2A_MSIL1C_20181124T142031_N0207_R010_T20JLL_20181124T173722_cba.TIF
84.09901058624335,S2A_MSIL1C_20170123T142031_N0204_R010_T20JLL_20170123T143010_cba.TIF
0.0,S2A_MSIL1C_20200606T141741_N0209_R010_T20JLL_20200606T174034_cba.TIF
0.0,S2A_MSIL1C_20170314T142031_N0204_R010_T20JLL_20170314T142035_cba.TIF
0.0,S2B_MSIL1C_20190806T142049_N0208_R010_T20JLL_20190806T174019_cba.TIF
0.0,S2B_MSIL1C_20190627T142049_N0207_R010_T20JLL_20190627T173831_cba.TIF
18.003080653654767,S2A_MSIL1C_20220226T141741_N0400_R010_T20JLL_20220226T175601_cba.TIF
89.21014915192771,S2B_MSIL1C_20181030T142039_N0206_R010_T20JLL_20181030T191535_cba.TIF
0.0,S2B_MSIL1C_20190128T142039_N0207_R010_T20JLL_20190128T173951_cba.TIF
0.0,S2A_MSIL1C_20200128T141651_N0208_R010_T20JLL_20200128T173915_cba.TIF
19.22248648553851,S2A_MSIL1C_20210621T141741_N0300_R010_T20JLL_20210621T192555_cba.TIF
92.00481592883023,S2A_MSIL1C_20211228T141741_N0301_R010_T20JLL_20211228T174537_cba.TIF
0.0,S2B_MSIL1C_20210117T141739_N0209_R010_T20JLL_20210117T175104_cba.TIF
52.97340074631551,S2A_MSIL1C_20211208T141731_N0301_R010_T20JLL_20211208T174353_cba.TIF
0.0,S2B_MSIL1C_20190217T142039_N0207_R010_T20JLL_20190217T191849_cba.TIF
0.0,S2A_MSIL1C_20210323T142041_N0209_R010_T20JLL_20210323T174001_cba.TIF
0.0,S2B_MSIL1C_20170925T142029_N0205_R010_T20JLL_20170925T142023_cba.TIF
0.0,S2B_MSIL1C_20211004T141739_N0301_R010_T20JLL_20211004T174440_cba.TIF
0.0,S2A_MSIL1C_20180227T142031_N0206_R010_T20JLL_20180227T192452_cba.TIF
100.0,S2A_MSIL1C_20210721T141741_N0301_R010_T20JLL_20210721T192415_cba.TIF
25.70731410187453,S2B_MSIL1C_20200103T141729_N0208_R010_T20JLL_20200103T173841_cba.TIF
0.054773439485449105,S2B_MSIL1C_20200123T141649_N0208_R010_T20JLL_20200123T173902_cba.TIF
0.0,S2A_MSIL1C_20170222T142031_N0204_R010_T20JLL_20170222T142357_cba.TIF
0.0,S2B_MSIL1C_20201029T141739_N0209_R010_T20JLL_20201029T174854_cba.TIF
0.0,S2B_MSIL1C_20211103T141739_N0301_R010_T20JLL_20211103T174525_cba.TIF
30.789672341151153,S2A_MSIL1C_20220407T141741_N0400_R010_T20JLL_20220407T192249_cba.TIF
69.39376700806899,S2A_MSIL1C_20191109T141741_N0208_R010_T20JLL_20191109T173912_cba.TIF
98.26364438790681,S2B_MSIL1C_20210216T141739_N0209_R010_T20JLL_20210216T175154_cba.TIF
0.0,S2A_MSIL1C_20180309T142031_N0206_R010_T20JLL_20180309T174407_cba.TIF
0.0,S2B_MSIL1C_20211024T141739_N0301_R010_T20JLL_20211024T175006_cba.TIF
0.0,S2A_MSIL1C_20210701T141741_N0301_R010_T20JLL_20210701T174344_cba.TIF
0.0,S2B_MSIL1C_20210805T141739_N0301_R010_T20JLL_20210805T174126_cba.TIF
99.22648566691204,S2B_MSIL1C_20170727T142039_N0205_R010_T20JLL_20170727T142105_cba.TIF
36.22542730877172,S2B_MSIL1C_20201118T141739_N0209_R010_T20JLL_20201118T174816_cba.TIF
0.0,S2B_MSIL1C_20210328T141739_N0209_R010_T20JLL_20210328T174255_cba.TIF
0.0,S2A_MSIL1C_20220328T141741_N0400_R010_T20JLL_20220328T174148_cba.TIF
7.698612046054159,S2B_MSIL1C_20200810T141739_N0209_R010_T20JLL_20200810T174833_cba.TIF
0.0,S2B_MSIL1C_20201208T141739_N0209_R010_T20JLL_20201208T175055_cba.TIF
0.0,S2A_MSIL1C_20181015T142031_N0206_R010_T20JLL_20181015T185654_cba.TIF
0.0,S2A_MSIL1C_20181114T142031_N0207_R010_T20JLL_20181114T175244_cba.TIF
11.953465437850074,S2A_MSIL1C_20210122T141741_N0209_R010_T20JLL_20210122T174152_cba.TIF
0.0,S2B_MSIL1C_20181229T142039_N0207_R010_T20JLL_20181229T173803_cba.TIF
0.0,S2A_MSIL1C_20170602T142041_N0205_R010_T20JLL_20170602T142039_cba.TIF
0.0,S2B_MSIL1C_20170905T142029_N0205_R010_T20JLL_20170905T142743_cba.TIF
0.0,S2A_MSIL1C_20200227T141731_N0209_R010_T20JLL_20200227T175603_cba.TIF
0.0,S2A_MSIL1C_20180128T142031_N0206_R010_T20JLL_20180128T174300_cba.TIF
0.0,S2B_MSIL1C_20190227T142039_N0207_R010_T20JLL_20190227T192206_cba.TIF
0.0,S2A_MSIL1C_20210810T141741_N0301_R010_T20JLL_20210810T173933_cba.TIF
0.0,S2B_MSIL1C_20210527T141739_N0300_R010_T20JLL_20210527T174531_cba.TIF
17.565065381291568,S2A_MSIL1C_20210502T141731_N0300_R010_T20JLL_20210502T180951_cba.TIF
0.0,S2B_MSIL1C_20220323T141739_N0400_R010_T20JLL_20220323T193902_cba.TIF
100.0,S2B_MSIL1C_20180423T142039_N0206_R010_T20JLL_20180423T173953_cba.TIF
9.826492838505885,S2B_MSIL1C_20210417T141729_N0300_R010_T20JLL_20210417T174317_cba.TIF
100.0,S2B_MSIL1C_20190816T142049_N0208_R010_T20JLL_20190816T174312_cba.TIF
0.0,S2B_MSIL1C_20200611T141739_N0209_R010_T20JLL_20200611T173714_cba.TIF
0.0,S2B_MSIL1C_20171114T142029_N0206_R010_T20JLL_20171114T185810_cba.TIF
0.0,S2A_MSIL1C_20200417T141741_N0209_R010_T20JLL_20200417T173808_cba.TIF
